Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
112.8800000	3986.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0075957	0.0098365	0.0234043	0.0207779	-0.0091921	-0.0114506	-0.0240108	-0.0201973
114.1650000	28.2099991	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0054467	0.0065411	0.0009987	-0.0006589	-0.0069239	-0.0080370	-0.0015969	0.0011097
115.4350000	-3966.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0081278	0.0091698	-0.0206476	-0.0234381	-0.0096509	-0.0107131	0.0200612	0.0239594
117.1150000	3986.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0081629	0.0105063	0.0236002	0.0207512	-0.0097376	-0.0121075	-0.0242058	-0.0201927
118.5050000	28.2299995	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0059356	0.0071219	0.0010935	-0.0007535	-0.0074049	-0.0086068	-0.0016908	0.0011917
119.7700000	-3966.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0087179	0.0098660	-0.0206291	-0.0236491	-0.0102336	-0.0113975	0.0200407	0.0241483
121.3350000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0087393	0.0111984	0.0237905	0.0207165	-0.0103074	-0.0127882	-0.0244083	-0.0201940
122.7100000	28.2500000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0064396	0.0077160	0.0011856	-0.0008470	-0.0078963	-0.0091964	-0.0017853	0.0012781
123.9750000	-3966.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0093161	0.0105686	-0.0206102	-0.0238545	-0.0108130	-0.0120910	0.0200223	0.0243481
125.5500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0093443	0.0119194	0.0239935	0.0206857	-0.0108969	-0.0135003	-0.0246123	-0.0201803
126.9100000	28.1900005	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0069643	0.0083398	0.0012838	-0.0009499	-0.0084136	-0.0098155	-0.0018881	0.0013681
128.1800000	-3966.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0099343	0.0112956	-0.0205888	-0.0240745	-0.0114184	-0.0128086	0.0199999	0.0245505
129.8000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0099860	0.0126812	0.0242088	0.0206505	-0.0115124	-0.0142397	-0.0248277	-0.0201688
131.2400000	28.2099991	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0075326	0.0090121	0.0013938	-0.0010585	-0.0089719	-0.0104744	-0.0019944	0.0014579
132.6500000	-3965.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0106115	0.0120950	-0.0205675	-0.0243180	-0.0120835	-0.0135990	0.0199707	0.0247632
134.3450000	3984.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0106868	0.0135140	0.0244409	0.0206103	-0.0122008	-0.0150657	-0.0250685	-0.0201538
135.6450000	28.2800007	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0081411	0.0097299	0.0015043	-0.0011802	-0.0095683	-0.0111895	-0.0021078	0.0015685
136.9000000	-3965.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0112846	0.0128913	-0.0205452	-0.0245578	-0.0127487	-0.0143889	0.0199460	0.0249921
138.4550000	3984.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0113468	0.0143106	0.0246706	0.0205805	-0.0128475	-0.0158437	-0.0252964	-0.0201411
139.7350000	28.1399994	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0087280	0.0104326	0.0016105	-0.0013028	-0.0101544	-0.0118867	-0.0022223	0.0016688
141.0450000	-3965.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0119599	0.0136928	-0.0205214	-0.0247976	-0.0134149	-0.0151773	0.0199256	0.0252118
142.7350000	3984.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0120563	0.0151568	0.0249165	0.0205456	-0.0135419	-0.0166763	-0.0255436	-0.0201272
144.0450000	28.2500000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0093814	0.0112071	0.0017397	-0.0014275	-0.0107953	-0.0126518	-0.0023471	0.0017777
145.4450000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0127147	0.0145881	-0.0204953	-0.0250749	-0.0141558	-0.0160589	0.0199069	0.0254746
147.0000000	3984.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0128033	0.0160544	0.0251806	0.0205157	-0.0142786	-0.0175556	-0.0258019	-0.0201136
148.2900000	28.1800003	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0100778	0.0120359	0.0018797	-0.0015599	-0.0114812	-0.0134617	-0.0024736	0.0019083
149.5900000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0134661	0.0154833	-0.0204748	-0.0253458	-0.0148956	-0.0169349	0.0198906	0.0257309
151.3000000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0136015	0.0170085	0.0254672	0.0204873	-0.0150613	-0.0184933	-0.0260867	-0.0201084
152.6700000	28.0699997	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0108330	0.0129355	0.0020203	-0.0017129	-0.0122315	-0.0143584	-0.0026193	0.0020412
153.9700000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0142942	0.0164610	-0.0204577	-0.0256543	-0.0157106	-0.0178973	0.0198754	0.0260171
155.6750000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0144228	0.0179914	0.0257630	0.0204612	-0.0158555	-0.0194524	-0.0263794	-0.0201059
157.0900000	28.2500000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0115971	0.0138430	0.0021634	-0.0018691	-0.0129616	-0.0152353	-0.0027643	0.0021650
158.3500000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0151176	0.0174311	-0.0204439	-0.0259679	-0.0164776	-0.0188190	0.0198589	0.0262928
159.9350000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0152151	0.0189280	0.0260361	0.0204174	-0.0165884	-0.0203376	-0.0266691	-0.0201199
161.2400000	28.2700005	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0123156	0.0146881	0.0022933	-0.0020225	-0.0136158	-0.0160220	-0.0029030	0.0022572
162.6400000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0159110	0.0183594	-0.0204455	-0.0262890	-0.0172069	-0.0196963	0.0198414	0.0265366
164.1950000	3984.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0160188	0.0198804	0.0263190	0.0203653	-0.0173062	-0.0212148	-0.0269545	-0.0201515
165.5150000	28.1499996	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0130778	0.0155829	0.0024244	-0.0022074	-0.0142975	-0.0168445	-0.0030452	0.0023515
166.9150000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0167229	0.0193139	-0.0204455	-0.0266247	-0.0179179	-0.0205559	0.0198311	0.0267750
168.4750000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0168446	0.0208579	0.0266031	0.0203006	-0.0180221	-0.0220889	-0.0272548	-0.0202055
169.7900000	28.2500000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0138768	0.0165208	0.0025621	-0.0024015	-0.0149905	-0.0176885	-0.0031988	0.0024386
171.2000000	-3962.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0175924	0.0203278	-0.0204457	-0.0269914	-0.0186836	-0.0214821	0.0198186	0.0270308
172.7850000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0177360	0.0219094	0.0269215	0.0202485	-0.0188271	-0.0230688	-0.0275826	-0.0202478
174.1500000	28.4400005	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0147553	0.0175633	0.0027255	-0.0026071	-0.0158089	-0.0186808	-0.0033711	0.0025715
175.5000000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0184985	0.0213973	-0.0204382	-0.0273607	-0.0195393	-0.0225098	0.0198172	0.0273482
177.1850000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0186876	0.0230526	0.0272843	0.0202258	-0.0197408	-0.0241790	-0.0279431	-0.0202512
178.4900000	28.2700005	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0156625	0.0186392	0.0029005	-0.0027843	-0.0166933	-0.0197321	-0.0035380	0.0027425
179.7600000	-3962.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0194324	0.0225114	-0.0204329	-0.0277300	-0.0204699	-0.0236078	0.0198195	0.0277148
181.3300000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0196002	0.0241475	0.0276413	0.0202196	-0.0206498	-0.0252682	-0.0282989	-0.0202621
182.6200000	28.3199997	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0165531	0.0197032	0.0030743	-0.0029614	-0.0175802	-0.0207927	-0.0037115	0.0029013
183.9250000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0203631	0.0236209	-0.0204318	-0.0281042	-0.0213863	-0.0247054	0.0198189	0.0280617
185.5450000	3982.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0205496	0.0252945	0.0280115	0.0202068	-0.0215911	-0.0264017	-0.0286721	-0.0202832
186.9850000	28.2199993	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0175227	0.0208632	0.0032644	-0.0031612	-0.0185325	-0.0219308	-0.0039033	0.0030690
188.4000000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0214068	0.0248656	-0.0204338	-0.0285314	-0.0224186	-0.0259340	0.0198182	0.0284657
190.0000000	3983.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0216003	0.0265587	0.0284215	0.0201936	-0.0226149	-0.0276321	-0.0290754	-0.0202917
191.4250000	27.8700008	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0185621	0.0221108	0.0034673	-0.0033739	-0.0195465	-0.0231502	-0.0041022	0.0032633
192.8550000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0224755	0.0261411	-0.0204270	-0.0289607	-0.0234617	-0.0271777	0.0198193	0.0288651
194.5500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0227099	0.0278984	0.0288626	0.0201744	-0.0237023	-0.0289481	-0.0295081	-0.0202865
195.8600000	28.1599998	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0196222	0.0233798	0.0036799	-0.0035956	-0.0205963	-0.0244061	-0.0043126	0.0034655
197.2400000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0235345	0.0274194	-0.0204121	-0.0294084	-0.0245150	-0.0284385	0.0198105	0.0292673
199.0400000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0238129	0.0292304	0.0292935	0.0201382	-0.0247904	-0.0302660	-0.0299392	-0.0202994
200.5500000	28.3099995	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0207618	0.0247487	0.0039123	-0.0038356	-0.0217174	-0.0257567	-0.0045340	0.0036686
202.0000000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0247278	0.0288496	-0.0203930	-0.0298704	-0.0256829	-0.0298339	0.0197970	0.0297018
203.8000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0250112	0.0306698	0.0297473	0.0200989	-0.0259676	-0.0316789	-0.0303882	-0.0203009
205.3000000	28.2099991	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0219585	0.0261834	0.0041518	-0.0040847	-0.0228930	-0.0271608	-0.0047652	0.0038868
206.7500000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0259447	0.0303046	-0.0203572	-0.0303459	-0.0268750	-0.0312595	0.0197725	0.0301423
208.5500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0262426	0.0321563	0.0302024	0.0200504	-0.0271769	-0.0331295	-0.0308328	-0.0202814
210.0000000	28.2299995	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0231939	0.0276609	0.0043921	-0.0043410	-0.0241108	-0.0286139	-0.0050070	0.0041088
211.5000000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0271773	0.0317803	-0.0203215	-0.0308066	-0.0280867	-0.0326974	0.0197380	0.0305615
213.3000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0274968	0.0336565	0.0306397	0.0199795	-0.0284043	-0.0345923	-0.0312608	-0.0202672
214.8500000	28.1200008	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0244735	0.0291904	0.0046354	-0.0046166	-0.0253572	-0.0300976	-0.0052414	0.0043264
216.4500000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0284704	0.0333210	-0.0202622	-0.0312727	-0.0293412	-0.0341883	0.0196847	0.0309477
218.2500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0288267	0.0352317	0.0310549	0.0198932	-0.0296905	-0.0361043	-0.0316618	-0.0202263
219.7500000	28.1100006	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0257601	0.0307219	0.0048764	-0.0048829	-0.0266031	-0.0315643	-0.0054676	0.0045197
221.3000000	-3965.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0297603	0.0348414	-0.0201820	-0.0316735	-0.0305517	-0.0356137	0.0196060	0.0312421
223.1000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0301548	0.0367774	0.0313939	0.0196982	-0.0308801	-0.0374785	-0.0319591	-0.0202365
224.6000000	28.0900002	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0271142	0.0322965	0.0051031	-0.0051838	-0.0278270	-0.0329879	-0.0056637	0.0046419
226.1000000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0310717	0.0363790	-0.0200385	-0.0320172	-0.0317881	-0.0370337	0.0194832	0.0314233
227.8500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0314729	0.0382991	0.0316341	0.0195040	-0.0321882	-0.0389741	-0.0321739	-0.0200470
229.4000000	28.1000004	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0284175	0.0338202	0.0053158	-0.0054027	-0.0291215	-0.0344903	-0.0058658	0.0048478
230.9000000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0323298	0.0378590	-0.0197492	-0.0321397	-0.0330260	-0.0384811	0.0191919	0.0315068
232.6500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0327384	0.0397257	0.0316444	0.0191426	-0.0334320	-0.0403633	-0.0321367	-0.0196644
234.2000000	28.0799999	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0296562	0.0352455	0.0054969	-0.0055992	-0.0303385	-0.0358823	-0.0060416	0.0050287
235.6500000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0334634	0.0391944	-0.0191942	-0.0319119	-0.0341474	-0.0397776	0.0186070	0.0312040
237.4500000	3986.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0338153	0.0409094	0.0312081	0.0184107	-0.0344938	-0.0414922	-0.0316213	-0.0188849
239.0000000	28.1100006	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0306618	0.0363930	0.0056340	-0.0057476	-0.0313184	-0.0369747	-0.0061607	0.0051626
240.4500000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0342983	0.0401897	-0.0181022	-0.0310068	-0.0349451	-0.0407082	0.0174535	0.0301926
242.2500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0344867	0.0415716	0.0299420	0.0170087	-0.0351254	-0.0420606	-0.0302198	-0.0173735
243.7500000	28.1299992	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0311949	0.0369905	0.0056853	-0.0058277	-0.0318005	-0.0374756	-0.0061798	0.0052234
245.3000000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0345040	0.0405057	-0.0160313	-0.0289461	-0.0350797	-0.0409018	0.0153124	0.0279416
247.0000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0343463	0.0412514	0.0272937	0.0144583	-0.0349179	-0.0415784	-0.0273665	-0.0146842
248.6000000	28.1700001	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0308297	0.0365559	0.0056026	-0.0057940	-0.0313474	-0.0368784	-0.0060349	0.0051309
250.2000000	-3964.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0335526	0.0395259	-0.0124987	-0.0250765	-0.0340064	-0.0397433	0.0116874	0.0238068
251.9500000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0327985	0.0392789	0.0226833	0.0103471	-0.0332815	-0.0393876	-0.0225077	-0.0104172
253.4000000	28.1000004	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0290343	0.0344815	0.0053029	-0.0055555	-0.0294550	-0.0346176	-0.0056375	0.0048489
254.9500000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0309937	0.0366790	-0.0077437	-0.0194895	-0.0312865	-0.0367012	0.0069365	0.0180249
256.7000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0295516	0.0353444	0.0166375	0.0053648	-0.0299416	-0.0352222	-0.0162994	-0.0054047
258.2000000	28.1599998	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0257295	0.0306115	0.0047311	-0.0050509	-0.0260350	-0.0305681	-0.0049765	0.0042978
259.7000000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0268292	0.0318681	-0.0028550	-0.0131575	-0.0270014	-0.0318083	0.0021666	0.0117208
261.5000000	3985.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0248952	0.0297822	0.0104455	0.0008026	-0.0252462	-0.0295455	-0.0101568	-0.0009815
263.0000000	28.1200008	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0213554	0.0254462	0.0039202	-0.0043047	-0.0216472	-0.0254006	-0.0041470	0.0035561
264.5000000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0217882	0.0258982	0.0007871	-0.0076211	-0.0218873	-0.0258348	-0.0013397	0.0063913
266.2500000	3984.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0197867	0.0236374	0.0055356	-0.0021538	-0.0200978	-0.0234307	-0.0054457	0.0017933
267.8000000	27.9899998	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0169267	0.0201164	0.0030284	-0.0034634	-0.0171094	-0.0200413	-0.0032940	0.0027405
269.3500000	-3963.0000000	0.0000250	0.0000250	0.0000250	0.0000250	-0.0000250	-0.0000250	-0.0000250	-0.0000250	0.0168585	0.0200139	0.0026049	-0.0038686	-0.0170087	-0.0200601	-0.0030666	0.0028892
